PolicyId,EnrollDate,CancelDate,MonthlyPremium
596753,2014-12-31,NULL,16.71
597221,2015-01-02,NULL,20.77
597296,2015-01-02,NULL,34.20
597389,2015-01-02,NULL,42.54
597398,2015-01-02,NULL,40.22
861949,2016-04-21,NULL,14.66
861956,2016-04-21,2016-07-08,19.00
861958,2016-04-21,NULL,15.22
862049,2016-04-26,NULL,20.30
862090,2016-04-22,NULL,24.54
862124,2016-04-22,NULL,52.36
862158,2016-04-22,NULL,27.50
862281,2016-04-22,NULL,46.32
862283,2016-04-22,2016-12-14,41.81
862381,2016-04-22,NULL,13.59
862415,2016-05-19,NULL,17.14
862551,2016-04-23,NULL,25.70
484245,2014-05-22,NULL,13.88
484256,2014-05-22,NULL,53.14
484454,2014-05-23,NULL,18.55
484522,2014-05-23,NULL,45.10
484620,2014-05-23,NULL,34.77
484888,2014-05-23,NULL,24.82
484988,2014-05-24,NULL,28.66
485024,2014-05-24,NULL,25.46
485217,2014-05-24,NULL,25.03
485247,2014-05-24,NULL,17.07
485551,2014-05-25,NULL,21.47
485651,2014-05-26,NULL,53.27
485690,2014-05-26,NULL,18.92
485715,2014-05-26,NULL,18.46
485751,2014-05-26,NULL,17.47
485758,2014-05-26,2016-02-06,9.09
485849,2014-05-26,NULL,38.24
485858,2014-06-22,NULL,18.92
485951,2014-05-27,NULL,42.98
347110,2013-07-02,2016-05-02,31.25
347280,2013-07-03,2016-06-11,42.23
347339,2013-07-03,NULL,27.64
349352,2013-07-09,NULL,37.73
349377,2013-07-09,2016-09-19,20.36
349384,2013-08-06,NULL,28.30
349411,2013-07-09,NULL,28.64
349518,2013-07-09,NULL,26.40
349718,2013-07-09,NULL,16.27
349779,2013-07-10,NULL,27.17
349877,2013-07-10,2016-06-10,29.15
349911,2013-07-10,NULL,78.85
349954,2013-07-30,NULL,15.74
250122,2012-09-15,NULL,42.62
250172,2012-09-15,NULL,57.19
250340,2012-09-16,2016-01-11,12.05
250365,2012-09-17,NULL,9.15
250422,2012-10-15,NULL,8.23
250479,2012-09-17,NULL,26.81
250540,2012-09-17,2016-05-20,26.27
23766,2009-10-26,NULL,41.91
863191,2016-04-24,NULL,20.00
863209,2016-04-24,NULL,30.22
863266,2016-04-24,NULL,16.33
863295,2016-04-24,NULL,14.60
863427,2016-04-24,NULL,20.47
863452,2016-04-24,NULL,25.86
863470,2016-04-25,NULL,34.70
863520,2016-04-25,NULL,37.39
863527,2016-05-24,NULL,21.30
863534,2016-04-25,NULL,32.82
863584,2016-04-25,NULL,38.81
863627,2016-04-25,NULL,23.59
863745,2016-04-25,NULL,19.00
863838,2016-04-25,NULL,21.25
863870,2016-04-25,NULL,21.17
347715,2013-07-04,NULL,22.53
347790,2013-07-04,NULL,20.82
347822,2013-07-04,NULL,40.06
347865,2013-07-04,NULL,8.72
347872,2013-07-22,NULL,40.25
347915,2013-08-07,2016-07-06,21.41
347922,2013-07-05,NULL,17.38
348058,2013-07-05,NULL,21.53
348265,2013-07-06,2016-04-20,20.33
348458,2013-07-06,NULL,26.11
348515,2013-07-06,2016-07-06,29.66
348590,2013-07-07,NULL,32.12
350094,2013-07-10,NULL,27.89
350155,2013-07-31,NULL,17.06
350230,2013-07-10,2016-12-05,15.75
350330,2013-07-11,NULL,29.36
350462,2013-08-05,NULL,41.15
350655,2013-07-11,NULL,29.41
350662,2013-07-11,NULL,23.76
350855,2013-07-12,NULL,29.88
350880,2013-07-12,NULL,44.04
27185,2009-05-26,NULL,50.46
27228,2009-03-10,NULL,17.32
27303,2009-06-28,NULL,89.26
27342,2009-07-02,NULL,31.86
27453,2009-03-28,NULL,45.78
27578,2009-04-02,NULL,25.53
351959,2013-07-15,NULL,28.33
352109,2013-07-15,NULL,19.72
352202,2013-08-15,NULL,25.86
352227,2013-08-10,NULL,14.10
352241,2013-07-16,NULL,14.50
352520,2013-07-16,NULL,34.63
352584,2013-08-15,NULL,13.09
352602,2013-08-19,2016-02-22,35.61
352752,2013-07-17,NULL,26.13
352770,2013-07-17,NULL,46.53
352845,2013-07-17,NULL,70.19
352877,2013-07-17,NULL,28.07
353002,2013-07-17,NULL,18.95
353263,2013-08-08,NULL,50.12
353363,2013-07-18,NULL,48.12
353656,2013-07-19,NULL,19.86
353695,2013-08-14,NULL,18.00
353756,2013-07-19,NULL,25.86
353813,2013-07-19,NULL,51.32
603815,2015-01-13,NULL,24.35
603833,2015-01-13,NULL,22.60
603858,2015-01-13,NULL,29.84
603908,2015-02-15,NULL,27.23
603965,2015-01-13,NULL,17.62
603990,2015-01-13,NULL,34.65
604126,2015-01-13,NULL,16.83
604176,2015-01-13,NULL,33.88
749472,2015-09-29,NULL,24.59
749597,2015-09-29,NULL,24.31
749665,2015-09-29,NULL,19.83
749708,2015-09-29,NULL,12.05
749715,2015-09-29,2016-12-12,26.10
749722,2015-10-21,NULL,18.10
749815,2015-09-29,NULL,39.59
749822,2015-09-29,NULL,25.18
749840,2015-10-28,NULL,14.85
749865,2015-09-29,NULL,12.42
749872,2015-09-29,NULL,51.46
749890,2015-09-30,NULL,17.49
749940,2015-10-27,2016-11-29,54.78
750015,2015-09-30,NULL,14.65
750265,2015-09-30,NULL,27.13
750333,2015-09-30,NULL,25.27
750419,2015-09-30,NULL,20.31
750458,2015-09-30,NULL,14.40
750476,2015-09-30,NULL,18.38
750608,2015-11-01,NULL,56.20
750626,2015-10-01,NULL,35.69
750676,2015-10-01,NULL,26.86
31847,2010-05-30,NULL,60.32
31947,2008-11-27,NULL,38.01
31983,2008-12-31,NULL,43.12
31997,2009-01-06,NULL,15.89
32033,2009-01-16,NULL,91.10
32140,2009-02-26,NULL,11.45
32165,2009-03-06,NULL,50.30
32172,2009-03-09,NULL,43.36
32208,2009-03-20,NULL,16.00
608638,2015-01-21,NULL,26.39
608663,2015-01-21,NULL,35.91
608752,2015-01-21,NULL,38.65
608770,2015-01-21,NULL,40.59
608802,2015-01-21,2016-02-13,23.80
608881,2015-01-21,NULL,17.27
608938,2015-01-22,2016-08-31,29.87
608963,2015-02-01,NULL,26.21
609006,2015-01-22,NULL,22.21
609013,2015-01-22,NULL,17.74
609056,2015-01-22,NULL,22.08
751930,2015-10-30,NULL,29.80
752391,2015-10-04,NULL,54.54
752555,2015-11-01,2016-10-03,27.95
752605,2015-10-01,NULL,26.35
752648,2015-10-05,NULL,13.70
752655,2015-10-05,NULL,19.14
752741,2015-10-05,NULL,21.52
752791,2015-10-05,NULL,31.47
752873,2015-10-05,NULL,17.29
752941,2015-10-05,2016-12-07,35.06
753073,2015-10-05,2016-04-15,17.82
753098,2015-10-27,NULL,12.77
753116,2015-10-31,2016-04-06,28.77
738326,2015-09-09,2016-06-20,27.14
738344,2015-09-09,2016-01-21,25.20
738358,2015-09-09,NULL,17.58
738401,2015-09-09,NULL,13.90
738419,2015-09-09,NULL,9.87
738444,2015-09-09,NULL,29.41
738451,2015-09-09,NULL,12.93
738551,2015-09-10,NULL,28.76
207570,2012-04-19,NULL,15.91
207638,2012-05-10,NULL,37.17
207663,2012-04-19,NULL,18.87
207706,2012-04-19,NULL,32.30
207806,2012-04-20,2016-03-24,20.46
207938,2012-04-20,NULL,10.12
208081,2012-04-21,NULL,24.45
208231,2012-05-11,NULL,28.98
208238,2012-04-21,2016-04-13,26.74
208256,2012-04-21,NULL,20.08
208363,2012-04-22,NULL,20.37
208431,2012-04-22,NULL,31.08
208438,2012-04-22,2016-12-29,33.79
208542,2012-04-23,NULL,26.69
208749,2012-05-16,NULL,27.14
208906,2012-04-24,NULL,13.00
208949,2012-04-24,NULL,22.33
209060,2012-05-21,NULL,51.92
209135,2012-04-25,2016-05-31,7.86
209224,2012-04-25,NULL,15.02
209510,2012-04-26,NULL,18.76
209535,2012-04-26,NULL,13.73
209717,2012-05-24,NULL,63.26
209760,2012-04-27,NULL,40.84
209878,2012-05-18,NULL,22.32
209910,2012-04-27,2016-09-13,13.87
210328,2012-04-30,NULL,23.76
210353,2012-04-30,2016-12-04,14.15
210371,2012-04-30,NULL,17.87
210396,2012-04-30,NULL,16.95
210403,2012-04-30,NULL,12.69
210464,2012-04-30,NULL,18.96
210653,2012-05-01,NULL,35.48
210939,2012-05-01,NULL,32.78
211239,2012-05-02,2016-07-21,32.90
211400,2012-05-03,NULL,29.45
211425,2012-05-03,NULL,46.16
211500,2012-05-03,NULL,27.32
211564,2012-05-03,NULL,50.62
211757,2012-06-02,NULL,27.76
211982,2012-06-04,NULL,19.75
212100,2012-05-05,NULL,15.02
212225,2012-05-06,NULL,11.92
212393,2012-05-07,NULL,59.27
212550,2012-05-30,NULL,42.46
212568,2012-05-07,NULL,28.00
212600,2012-05-08,NULL,20.90
212643,2012-05-08,NULL,23.40
212904,2012-05-08,NULL,24.30
212936,2012-05-08,NULL,23.85
212986,2012-05-09,NULL,18.71
213143,2012-05-10,NULL,35.93
213186,2012-05-09,NULL,13.80
213229,2012-05-10,NULL,27.66
343199,2013-07-24,NULL,43.03
343210,2013-07-22,NULL,15.89
343428,2013-06-24,NULL,24.58
343503,2013-06-24,NULL,27.86
343628,2013-07-24,NULL,13.06
343771,2013-06-25,NULL,39.80
343828,2013-07-15,NULL,21.43
343853,2013-07-25,NULL,23.24
343978,2013-07-23,NULL,26.99
344103,2013-07-23,NULL,16.39
859290,2016-04-16,NULL,24.87
859297,2016-04-16,NULL,9.33
859308,2016-04-16,NULL,32.48
859333,2016-04-16,NULL,29.13
859347,2016-04-16,2016-09-22,48.82
859365,2016-04-16,NULL,36.36
859397,2016-05-13,NULL,14.95
859426,2016-04-17,NULL,46.53
859601,2016-04-17,NULL,24.22
859640,2016-05-15,2016-08-08,26.08
859690,2016-04-17,NULL,26.53
859833,2016-04-18,NULL,28.56
859858,2016-04-18,NULL,34.94
859865,2016-05-17,NULL,31.10
859876,2016-04-18,NULL,17.53
859919,2016-04-18,2016-04-19,33.52
859933,2016-04-18,NULL,43.96
859940,2016-04-18,2016-07-19,34.00
860026,2016-04-18,NULL,29.26
474063,2014-05-01,2016-03-31,17.06
474065,2014-05-01,NULL,19.55
474080,2014-05-01,NULL,24.05
474112,2014-05-01,NULL,15.34
474182,2014-05-01,NULL,60.39
474316,2014-05-01,NULL,9.20
474465,2014-05-01,NULL,24.35
474497,2014-05-01,NULL,31.69
474533,2014-05-29,NULL,30.64
474550,2014-05-01,NULL,29.50
474633,2014-05-02,2016-06-09,17.92
474814,2014-05-02,NULL,22.95
856213,2016-04-11,NULL,21.47
856243,2016-05-08,NULL,32.69
856277,2016-04-11,NULL,29.45
856411,2016-04-11,NULL,33.23
856428,2016-05-11,NULL,31.70
856462,2016-04-11,NULL,20.83
856613,2016-04-11,2016-08-22,23.32
736702,2015-09-05,NULL,21.51
736819,2015-09-29,NULL,16.52
736834,2015-09-06,NULL,26.77
736849,2015-09-06,NULL,22.73
736966,2015-09-06,NULL,32.09
737019,2015-09-07,NULL,16.01
737217,2015-09-07,NULL,15.55
737300,2015-09-08,NULL,37.02
737319,2015-09-08,NULL,20.49
737334,2015-09-08,NULL,91.92
737400,2015-09-08,NULL,26.08
737436,2015-09-08,2016-10-31,13.86
737534,2015-09-21,NULL,18.20
737551,2015-09-15,2016-07-06,17.46
737685,2015-09-08,NULL,35.15
737804,2015-09-08,NULL,52.03
737819,2015-09-08,NULL,28.16
738102,2015-09-09,2016-04-22,52.29
592304,2014-12-23,NULL,24.50
592336,2014-12-23,NULL,31.42
592387,2014-12-23,NULL,19.05
592470,2015-01-22,NULL,29.57
592521,2014-12-23,2016-06-08,23.77
592570,2014-12-23,NULL,21.65
592655,2014-12-23,NULL,25.69
592791,2015-01-22,NULL,15.30
592823,2014-12-24,NULL,15.04
857949,2016-04-14,NULL,34.03
857981,2016-04-14,NULL,26.19
858032,2016-04-14,NULL,17.56
858051,2016-04-14,NULL,18.60
858083,2016-04-14,NULL,34.39
858149,2016-04-14,NULL,46.14
858183,2016-05-11,2016-09-22,15.20
858198,2016-04-14,NULL,54.08
858351,2016-05-10,NULL,32.99
858385,2016-04-15,2016-05-03,21.58
858466,2016-04-15,NULL,27.20
858568,2016-05-11,NULL,34.39
858634,2016-04-15,2016-09-29,33.31
858636,2016-04-15,NULL,23.10
858651,2016-04-15,NULL,41.07
858666,2016-04-15,NULL,24.56
858717,2016-04-15,NULL,16.65
858770,2016-04-15,NULL,25.62
858817,2016-04-15,2016-06-25,20.69
858819,2016-04-16,NULL,17.20
858851,2016-05-07,NULL,24.40
858934,2016-05-08,NULL,9.77
858953,2016-04-16,NULL,13.04
859002,2016-04-16,NULL,18.36
740108,2015-09-12,NULL,30.48
740208,2015-09-12,NULL,35.19
740225,2015-09-12,2016-08-16,18.32
740293,2015-09-13,NULL,25.85
740425,2015-09-13,NULL,32.19
740512,2015-09-13,NULL,24.96
860823,2016-04-19,NULL,22.07
860957,2016-04-20,NULL,14.06
860974,2016-04-20,2016-09-08,12.62
861089,2016-04-20,NULL,32.00
861108,2016-04-20,NULL,25.58
861240,2016-05-17,NULL,23.74
861291,2016-05-09,2016-07-12,23.31
861310,2016-04-20,2016-11-11,29.93
861323,2016-05-02,NULL,36.40
861342,2016-04-20,NULL,42.52
861442,2016-05-21,NULL,24.56
861476,2016-04-21,NULL,53.26
23746,2009-11-26,NULL,40.34
23780,2009-10-27,NULL,26.59
23865,2008-07-17,NULL,27.72
23878,2008-07-21,NULL,72.67
24112,2008-07-29,NULL,22.44
24116,2008-07-30,NULL,57.20
863346,2016-04-24,NULL,34.01
863414,2016-04-24,2016-06-13,39.42
863499,2016-04-25,NULL,29.59
863516,2016-04-25,2016-05-23,18.49
863614,2016-04-25,NULL,20.14
863731,2016-04-25,2016-09-12,26.65
863733,2016-04-25,2016-05-24,32.20
863816,2016-04-25,NULL,17.83
863880,2016-04-25,NULL,28.19
347566,2013-07-03,NULL,44.27
347749,2013-07-04,2016-03-07,30.38
347936,2013-07-05,NULL,33.38
348051,2013-07-05,NULL,18.56
348253,2013-07-19,NULL,12.68
348334,2013-07-06,2016-07-04,18.01
348521,2013-07-06,NULL,48.05
348570,2013-07-06,NULL,26.79
348736,2013-07-07,NULL,14.56
482285,2014-05-18,NULL,36.24
482370,2014-06-01,NULL,12.10
482404,2014-05-18,2016-03-17,24.42
482455,2014-05-19,NULL,17.50
482487,2014-05-19,NULL,33.30
482502,2014-05-19,NULL,42.61
482538,2014-06-20,NULL,58.05
482621,2014-05-19,2016-04-14,15.28
482638,2014-06-20,NULL,19.66
350159,2013-07-10,2016-02-11,30.60
350257,2013-07-10,NULL,43.94
350557,2013-08-14,NULL,61.65
350559,2013-07-11,NULL,11.09
350608,2013-07-11,NULL,22.38
350627,2013-08-10,NULL,13.50
350727,2013-07-12,NULL,22.05
350793,2013-07-12,NULL,51.84
350925,2013-08-10,NULL,34.48
603768,2015-02-09,NULL,28.47
603821,2015-01-13,NULL,32.46
603836,2015-01-13,NULL,28.06
603838,2015-02-11,NULL,17.00
603870,2015-01-13,2016-09-08,10.08
603938,2015-01-28,NULL,20.43
603970,2015-01-13,NULL,41.17
603987,2015-01-13,NULL,18.72
604055,2015-01-13,NULL,71.22
754397,2015-10-08,2016-02-28,21.88
754531,2015-10-08,NULL,18.22
754567,2015-10-08,2016-05-06,59.18
754616,2015-10-08,2016-09-08,10.41
754765,2015-10-08,2016-10-03,14.79
754833,2015-10-08,2016-08-03,23.55
754918,2015-10-08,2016-10-31,23.99
754965,2015-10-09,NULL,22.10
754982,2015-10-09,NULL,31.33
249098,2012-09-12,NULL,52.52
249181,2012-09-12,NULL,34.43
249315,2012-09-13,NULL,13.56
249347,2012-09-13,NULL,21.07
249547,2012-09-13,NULL,34.94
249700,2012-09-14,NULL,31.26
249732,2012-09-14,NULL,19.80
249766,2012-10-12,NULL,29.30
249851,2012-09-14,NULL,26.05
249898,2012-09-14,NULL,20.57
249981,2012-09-15,NULL,42.20
249983,2012-09-15,NULL,17.86
250083,2012-09-15,NULL,32.92
250266,2012-09-16,2016-05-04,26.16
250349,2012-09-16,2016-03-25,28.86
250366,2012-09-17,NULL,13.83
250485,2012-09-17,NULL,24.37
855441,2016-04-09,NULL,32.78
855524,2016-04-09,NULL,40.84
855575,2016-04-09,NULL,20.81
855594,2016-04-09,NULL,24.91
855611,2016-04-09,NULL,17.33
855628,2016-04-09,NULL,16.92
855641,2016-04-09,NULL,14.83
350693,2013-07-11,NULL,24.69
855811,2016-04-10,2016-08-15,24.17
855828,2016-04-10,NULL,50.65
855860,2016-04-10,NULL,30.10
855862,2016-04-10,NULL,25.48
855994,2016-04-30,NULL,33.66
856045,2016-04-10,NULL,32.33
856111,2016-05-09,NULL,15.19
856126,2016-04-10,NULL,37.08
856145,2016-04-10,NULL,22.40
594763,2014-12-29,NULL,23.32
595012,2015-01-21,NULL,14.76
595061,2014-12-29,NULL,28.26
595097,2014-12-29,NULL,22.81
595280,2015-01-21,NULL,33.75
595331,2014-12-30,NULL,17.00
595378,2014-12-30,NULL,28.89
344560,2013-06-26,2016-12-19,35.03
344675,2013-06-26,NULL,69.82
344709,2013-06-26,NULL,20.27
344724,2013-07-25,NULL,27.47
344841,2013-06-27,NULL,15.52
344860,2013-06-27,NULL,13.38
344962,2013-06-27,2016-03-03,23.56
345179,2013-06-28,NULL,16.59
345196,2013-07-26,NULL,32.26
345379,2013-06-28,NULL,17.94
345560,2013-07-19,NULL,64.11
345577,2013-07-26,NULL,56.16
345596,2013-07-01,NULL,73.50
345611,2013-06-28,NULL,39.55
597267,2015-01-02,NULL,31.60
597303,2015-01-02,NULL,14.39
597335,2015-01-22,NULL,29.72
597369,2015-01-27,NULL,44.25
597452,2015-01-02,NULL,15.51
597718,2015-01-02,NULL,56.20
860289,2016-04-18,NULL,14.75
860457,2016-04-19,NULL,35.58
860472,2016-05-13,NULL,18.04
860474,2016-04-22,NULL,23.55
860572,2016-04-19,NULL,52.35
860591,2016-04-19,2016-12-15,20.70
860625,2016-04-19,NULL,28.79
25299,2009-01-15,NULL,53.59
25318,2009-01-17,NULL,34.49
25384,2008-11-09,NULL,50.02
25401,2008-10-13,NULL,14.94
25501,2009-01-31,NULL,53.33
25518,2009-02-03,NULL,31.62
863951,2016-04-25,NULL,38.44
863987,2016-04-25,NULL,29.57
863996,2016-04-25,NULL,23.88
864121,2016-04-26,NULL,20.43
864130,2016-04-26,2016-10-27,23.52
864187,2016-04-26,NULL,19.71
864264,2016-04-26,NULL,21.19
864355,2016-04-26,2016-10-02,39.44
864364,2016-04-26,NULL,15.09
864489,2016-04-26,NULL,25.52
864655,2016-05-16,NULL,19.75
864723,2016-04-27,NULL,34.09
864789,2016-04-27,NULL,18.72
864832,2016-04-27,2016-12-10,13.25
864864,2016-04-28,2016-12-07,18.63
864923,2016-04-27,2016-04-29,14.31
865032,2016-04-27,NULL,23.93
865055,2016-05-15,NULL,34.12
865089,2016-04-27,NULL,16.54
865123,2016-05-01,2016-05-23,22.53
486462,2014-05-28,2016-04-07,15.42
486485,2014-05-28,NULL,16.46
486551,2014-06-24,NULL,14.52
486592,2014-05-28,NULL,13.10
486651,2014-06-19,NULL,15.48
486796,2014-05-28,NULL,39.92
486819,2014-05-28,2016-12-26,18.99
486826,2014-05-28,NULL,24.03
486860,2014-05-28,NULL,15.77
486885,2014-05-28,NULL,61.78
486921,2014-05-28,NULL,39.63
489995,2014-07-01,NULL,37.99
490029,2014-06-03,2016-11-12,22.90
490172,2014-07-02,NULL,31.80
490236,2014-06-23,NULL,17.12
490272,2014-06-20,NULL,38.64
351181,2013-07-12,NULL,13.61
351190,2013-07-13,NULL,8.00
351222,2013-07-13,NULL,12.75
351324,2013-08-09,NULL,18.94
351358,2013-08-12,NULL,28.80
351456,2013-07-13,NULL,14.95
351517,2013-08-13,NULL,11.46
351558,2013-08-11,NULL,11.02
351656,2013-07-14,NULL,11.54
351758,2013-08-11,NULL,35.62
743700,2015-09-18,2016-08-02,21.82
743759,2015-09-18,NULL,92.37
743766,2015-10-09,NULL,15.50
743898,2015-10-15,2016-10-28,17.55
743934,2015-09-19,NULL,47.50
743998,2015-09-19,2016-07-14,47.90
353921,2013-07-19,NULL,28.90
354198,2013-08-19,NULL,27.01
354298,2013-07-20,NULL,30.84
354364,2013-07-20,NULL,41.91
354455,2013-07-21,2016-09-25,45.27
354466,2013-08-20,NULL,22.61
354532,2013-07-21,NULL,13.36
354555,2013-07-21,NULL,21.64
354591,2013-07-21,NULL,36.70
354725,2013-07-22,NULL,68.61
354732,2013-07-22,NULL,27.95
354789,2013-07-22,NULL,12.63
354791,2013-07-22,NULL,19.32
354868,2013-07-22,NULL,41.89
354898,2013-07-22,NULL,24.55
354925,2013-07-22,NULL,16.40
354934,2013-07-22,NULL,48.40
208391,2012-04-22,NULL,20.99
208491,2012-04-23,NULL,34.11
208500,2012-04-23,NULL,35.56
208557,2012-04-23,NULL,8.32
208766,2012-04-24,NULL,24.75
208859,2012-04-24,NULL,18.96
209227,2012-04-25,NULL,30.35
209257,2012-04-25,2016-07-29,29.57
209336,2012-05-07,NULL,15.60
209391,2012-05-25,NULL,19.48
209461,2012-04-26,NULL,66.85
209502,2012-04-26,NULL,24.42
209625,2012-04-26,NULL,21.45
210136,2012-04-28,NULL,19.94
210138,2012-04-28,NULL,41.28
210461,2012-04-30,NULL,20.86
210536,2012-04-30,NULL,34.62
210570,2012-04-30,NULL,31.00
210806,2012-05-01,NULL,11.10
210895,2012-05-01,NULL,25.20
210929,2012-05-01,NULL,21.42
211063,2012-05-02,NULL,37.42
211129,2012-05-31,NULL,69.71
211438,2012-05-03,2016-05-23,44.46
211565,2012-05-03,NULL,29.20
211733,2012-05-04,NULL,21.44
226807,2012-07-20,NULL,18.06
227107,2012-07-28,NULL,23.06
227109,2012-07-28,NULL,15.66
227118,2012-06-28,2016-03-03,19.19
227182,2012-06-28,NULL,14.06
227384,2012-06-29,NULL,39.00
227775,2012-07-21,NULL,22.05
227777,2012-07-20,NULL,19.59
227850,2012-06-30,NULL,34.16
227852,2012-06-30,NULL,80.47
227909,2012-07-24,NULL,34.44
227977,2012-07-29,NULL,22.01
227986,2012-07-27,NULL,16.22
228086,2012-07-02,NULL,22.93
228452,2012-07-03,NULL,26.36
228513,2012-07-03,NULL,16.15
228652,2012-07-25,NULL,25.83
228713,2012-07-04,NULL,74.70
228722,2012-07-04,NULL,37.93
228786,2012-07-04,NULL,19.20
228847,2012-07-04,NULL,8.85
228920,2012-08-06,NULL,55.93
228981,2012-07-05,2016-12-07,49.41
229011,2012-08-09,NULL,48.17
229022,2012-07-05,NULL,35.94
229247,2012-07-06,NULL,37.30
229356,2012-07-06,NULL,13.92
229488,2012-07-07,NULL,37.98
229522,2012-07-07,2016-11-02,25.30
229881,2012-07-09,NULL,10.12
229951,2012-07-09,NULL,27.84
229958,2012-07-09,NULL,35.14
230051,2012-08-02,NULL,26.17
230226,2012-07-10,2016-06-07,33.27
230249,2012-07-25,NULL,40.20
230290,2012-07-10,NULL,39.69
230626,2012-07-11,NULL,62.94
230692,2012-07-11,NULL,11.71
230917,2012-07-12,NULL,9.39
231051,2012-07-12,NULL,19.81
231162,2012-08-08,NULL,30.60
231296,2012-07-13,NULL,37.33
231428,2012-07-14,NULL,21.82
231585,2012-07-14,NULL,30.16
231664,2012-07-15,NULL,26.53
231689,2012-07-15,NULL,24.34
231796,2012-07-16,NULL,25.97
231919,2012-07-16,2016-06-08,41.46
231987,2012-07-16,NULL,31.13
232098,2012-07-17,NULL,18.92
232423,2012-07-17,NULL,52.83
232496,2012-08-14,NULL,10.64
232555,2012-07-18,2016-09-08,25.80
232621,2012-07-18,NULL,47.78
232664,2012-07-18,NULL,76.15
232725,2012-07-18,NULL,23.60
232757,2012-07-18,NULL,29.36
232923,2012-08-08,NULL,14.18
232991,2012-07-19,NULL,169.97
233198,2012-07-20,NULL,14.14
233200,2012-07-20,NULL,51.99
738143,2015-09-09,2016-04-13,32.08
738252,2015-09-09,NULL,18.76
738318,2015-09-09,2016-09-07,16.60
860843,2016-04-19,NULL,26.11
860845,2016-04-19,NULL,17.70
860943,2016-05-18,NULL,35.10
860952,2016-05-17,NULL,16.00
861045,2016-04-20,NULL,48.62
861147,2016-04-20,NULL,17.15
861177,2016-04-20,NULL,33.18
861186,2016-04-20,NULL,29.91
861245,2016-04-20,2016-08-05,21.63
861286,2016-04-20,2016-07-23,31.98
861420,2016-04-20,NULL,44.79
861447,2016-05-17,NULL,21.87
23719,2009-11-21,NULL,50.89
23785,2009-10-27,NULL,32.42
23824,2008-07-09,NULL,50.78
23917,2008-11-11,NULL,30.28
24085,2008-07-25,NULL,23.52
863383,2016-05-20,NULL,14.07
863385,2016-04-24,NULL,25.74
863460,2016-04-24,2016-06-21,31.20
863462,2016-04-25,2016-06-12,18.88
863528,2016-05-11,NULL,20.42
863585,2016-04-25,NULL,31.71
863617,2016-04-25,NULL,31.96
863619,2016-04-25,NULL,22.81
863696,2016-04-25,NULL,23.72
863726,2016-04-25,NULL,28.00
863751,2016-04-25,NULL,25.77
863821,2016-04-25,NULL,18.74
863851,2016-04-25,NULL,33.20
863853,2016-04-25,NULL,23.92
347603,2013-07-03,NULL,11.65
347739,2013-07-04,NULL,21.94
347780,2013-07-04,NULL,12.08
347805,2013-08-02,NULL,26.22
347846,2013-07-04,NULL,52.41
347905,2013-07-07,NULL,24.75
348114,2013-08-02,NULL,47.22
348139,2013-07-05,2016-11-07,22.23
348148,2013-07-05,NULL,16.78
348182,2013-07-30,NULL,45.63
348548,2013-07-06,NULL,14.16
348575,2013-07-06,NULL,13.75
350111,2013-07-24,NULL,27.70
350411,2013-07-11,NULL,14.07
350756,2013-07-12,NULL,23.50
350790,2013-07-12,NULL,36.77
350879,2013-08-07,NULL,28.96
350922,2013-08-09,NULL,13.34
350924,2013-07-12,NULL,18.66
27200,2009-03-06,NULL,74.91
27225,2009-03-10,NULL,36.44
27261,2009-03-15,NULL,24.90
27529,2009-06-13,NULL,25.55
351960,2013-07-15,NULL,17.74
351985,2013-07-15,NULL,13.00
351990,2013-07-15,NULL,20.09
352017,2013-07-15,NULL,9.50
352083,2013-07-30,2016-09-08,46.12
352219,2013-07-16,2016-10-26,24.48
352294,2013-07-16,NULL,40.78
352317,2013-07-16,NULL,24.98
352319,2013-07-16,NULL,16.41
352494,2013-08-12,NULL,46.90
860076,2016-04-18,NULL,15.29
860094,2016-04-18,NULL,33.64
860119,2016-04-18,NULL,8.83
595641,2015-01-26,NULL,33.03
595709,2014-12-30,NULL,37.39
595720,2014-12-30,NULL,48.29
595752,2014-12-30,NULL,23.86
595777,2014-12-30,2016-01-06,25.65
595909,2014-12-30,2016-03-03,16.03
596352,2014-12-31,NULL,17.94
596413,2014-12-31,NULL,29.75
482865,2014-06-17,NULL,27.58
483058,2014-05-20,NULL,30.76
483101,2014-06-19,NULL,34.80
483258,2014-05-20,2016-07-22,21.68
483283,2014-05-20,NULL,31.37
483301,2014-05-20,NULL,55.42
483312,2014-05-20,NULL,25.33
483333,2014-05-20,NULL,15.93
483526,2014-05-21,NULL,38.73
483587,2014-05-21,NULL,20.18
483694,2014-05-21,NULL,29.75
484012,2014-05-22,NULL,14.71
484044,2014-06-20,NULL,20.74
484162,2014-05-22,2016-01-27,34.44
597774,2015-01-02,NULL,20.68
597781,2015-01-29,NULL,31.40
597817,2015-01-05,NULL,63.18
597931,2015-01-03,NULL,28.43
597949,2015-01-03,NULL,21.83
597999,2015-02-02,NULL,29.72
598024,2015-01-03,2016-12-05,17.99
598042,2015-02-05,NULL,11.63
598156,2015-01-30,NULL,21.33
598160,2015-01-03,2016-11-30,40.49
598249,2015-01-03,NULL,18.77
598274,2015-01-03,NULL,23.62
598374,2015-01-03,NULL,17.37
598560,2015-01-04,NULL,29.97
598853,2015-01-04,2016-12-05,21.90
598942,2015-02-01,NULL,36.09
