crop_type,year,harvest_product,total_harvested,harvested_unit,field_id,org_id
CROP.CORN.COMMERCIAL,2016,grain,43191.0641,bu,fdfe8207d8854099e09c1d58ddf7014b67f84351,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,32640.38556,bu,8378fea88475b5a0e1d1de770fb2757613309c33,b3bd5efa1dbecf1a1a564b8bc6303c4a2c162fb1
CROP.CORN.COMMERCIAL,2015,grain,43705.17824,bu,d86416f15046fe3e24bc4efecc70abfdee760f57,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,34851.52255,bu,a52982ad52873e6bea457b1c42d9c9b07b70fbfa,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2015,grain,3717.474167,bu,76b37aed09ffb990d57ab0386dda883110fcd00a,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.SOYBEAN.COMMERCIAL,2015,grain,1431.279888,bu,c01c35b6bc4083b83ab33ef7c57d22fbff654ed2,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2015,grain,65499.28266,bu,00ed44d041d6b0f8a538b2815fdb34b2dcee329c,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2015,grain,7783.826215,bu,baea4c608ac69f74b3b11c16d3cd43938eba933a,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.SOYBEAN.COMMERCIAL,2015,grain,10635.59545,bu,ed3d9c187d573c0f69e896db96430dcbb17721c6,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,17157.93951,bu,7e48ef5533a7cb151a12d088c615d3d13e0dfa7d,bb2187d34c27359e4e0c513ba47b0451c42907e9
CROP.CORN.COMMERCIAL,2015,grain,137504.9338,bu,641aa6a8dbbd287d0217dcfba9face3f122c4c5b,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2015,grain,142498.1656,bu,0dcbc52dfc51b62c4794c9c53d65a3f751bb9081,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2015,grain,95587.72922,bu,99236016a1c4b53b1e32fc6182fbf3e0fdf84f4b,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2014,grain,94898.36933,bu,62028aeefb81fdd399103823356c3f90fd3912ba,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.SOYBEAN.COMMERCIAL,2017,grain,45375.29862,bu,1803ba0ed01199014be611b89db142bf988b78c3,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,35257.24673,bu,04aa2c573e5e029dc25c2a5ed84df869f5ef7ec6,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2017,grain,100688.1516,bu,fb5482a525e4f32fdaac450e1f538d103cdbe8be,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2014,grain,43997.17768,bu,d1fdb5f7aeeac1fe38e570b263b8a876f19ebdae,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2015,grain,123792.0753,bu,0cc1b0a8c09d8bb4ba14b926e63e5ad590c159b4,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2017,grain,55875.18087,bu,fd72b33016dc565f97e287594573282d0ae29f08,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,24960.58155,bu,790456c61a24b82fdf2acd866fe9722919cb6358,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2016,grain,41184.10311,bu,b578e6be1ede28c8999d8d0da70ab8a80bdbcd53,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2014,grain,58382.72745,bu,42045c558e5ea60a894fd5fbf53479add8bca18d,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2016,grain,28912.78205,bu,478c6e58b93552db51e3f44f6727e5ca5d337b76,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2015,grain,8648.618234,bu,918ad95bfe112ff0d55a7b1ca647e90f0fbb3791,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2017,grain,6213.262536,bu,dcec1bd06b5b508097ef51bf4e9884f7a3e3fe8f,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2016,grain,24722.40606,bu,ad937d6d72b7b6737de4e4c8e55fa1212572149b,462c9ed4acd1c1b5ec3b130f3101b54cd5a66bfb
CROP.CORN.COMMERCIAL,2014,grain,57147.52892,bu,8ba906706d40e0a9388e9300c896213b17c07fe1,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2015,grain,48129.74915,bu,d1b14c4d69b3e774e1305089e40d0c74873b74b1,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2017,grain,51050.56965,bu,adc04fb840cc319c0a70f4b1e0e5363f2e50d63c,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.SOYBEAN.COMMERCIAL,2015,grain,22190.66829,bu,17ba0791499db908433b80f37c5fbc89b870084b,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2017,grain,8897.314172,bu,d4570d50d512deca12db0b1369a236a4b9a49bb4,2498aa02bfe5084932147db868715faf88ffcb41
CROP.CORN.COMMERCIAL,2016,grain,121133.6293,bu,99236016a1c4b53b1e32fc6182fbf3e0fdf84f4b,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2016,grain,15105.68575,bu,e5e9351797b81a62804e8797386dcb8b5f4be891,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,88584.26765,bu,da0d25ff2ac9ee5083562b34bf9f51a06158ce7a,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2017,grain,20696.9537,bu,8ae02a0435770133ab5db0512da97432f08e2040,2a7365d841e79f504f0c5c55267a87f501e4d1e4
CROP.CORN.COMMERCIAL,2016,grain,50857.54443,bu,6c72c2cb8ac35f84e4cab5d22a9eb3c2e5783e69,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2015,grain,42828.03107,bu,3a7239737a3e4fd938314ee0546579a2071e0283,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2017,grain,41065.9085,bu,a11ab706c2f1348764a6a67fd9928c5875c6e543,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,38927.93141,bu,3c7d70dab021c3c7c3c2a4d183abe514e8e32d77,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,149051.8007,bu,933595d2cbf1d9582cabbae117decc207f5e48b8,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2014,grain,50175.07188,bu,09851853e7cd4d6ae686cd549847e9a039d2c91b,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2017,grain,73178.6285,bu,bce8c62d34da20484c8fdb1f62b9fc7afb3163fa,2498aa02bfe5084932147db868715faf88ffcb41
CROP.CORN.COMMERCIAL,2015,grain,70240.10207,bu,229c3a226370c54b75d706d6f6495d9bd26bc991,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.SOYBEAN.COMMERCIAL,2015,grain,10913.89978,bu,8829979bca163c948d407fe1b11d91c89a2c77bd,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2015,grain,76030.6797,bu,381800586f35c958f5d10fcd1073613005896a50,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2015,grain,70695.19337,bu,84dfbd904feb88f18464430b17dafe47fe86ff36,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,60927.04784,bu,19d1704d0f250982cfb4ca34456ba5e9b3030793,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2017,grain,74091.6135,bu,16a2f8c764357b350bf23545abf0aac2c5be2c97,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2017,grain,37822.76252,bu,cb0575a03b83d7234b74a8dbb1022b42ff17dcc6,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,40381.64924,bu,6a91478980fbdf4d9229ae3a1174e3f90c50c63e,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,34321.30613,bu,0f6fc21fe4ea2504732646df3412362a0c3440e1,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.SOYBEAN.COMMERCIAL,2015,grain,43110.9043,bu,66c8219e261db0725119e063856df55a1f0f14b3,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2014,grain,28576.46098,bu,c81eabfac15c03c8867033b500b510272b22d621,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.SOYBEAN.COMMERCIAL,2015,grain,8792.377988,bu,82b82a533543b08859a0a428b7425feb32757d29,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,11316.2898,bu,c81eabfac15c03c8867033b500b510272b22d621,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2015,grain,46866.25582,bu,60677ec3b1c3e5f45e6780e633d88a640d486101,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2016,grain,14472.89443,bu,b1e493ac8a1760597dd7bd7c1e12541b43e7e51a,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,24491.4319,bu,3c7d70dab021c3c7c3c2a4d183abe514e8e32d77,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,78405.8987,bu,5d46bf793f8b21b368a8a2b78862bb9c4a8310da,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2015,grain,4313.42898,bu,075041a114b9768612d10b7ea78b3d8cba71521c,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,16181.33048,bu,17ba0791499db908433b80f37c5fbc89b870084b,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2014,grain,67743.99159,bu,7918c722bf8c5bf47d3f06ab61ee7f16c90a2887,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.SOYBEAN.COMMERCIAL,2017,grain,12857.53892,bu,a2dcde23ea04f59059d34bd0ce99de6d03e5028a,1d427ae4148dfebbd56f904a0de246fd89712cf0
CROP.CORN.COMMERCIAL,2016,grain,80421.42103,bu,3c7d70dab021c3c7c3c2a4d183abe514e8e32d77,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,70497.70882,bu,ed7e44f184a071a25c905e1ee9f73c6741e0bd01,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,52085.59664,bu,c81eabfac15c03c8867033b500b510272b22d621,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2015,grain,80549.44952,bu,62028aeefb81fdd399103823356c3f90fd3912ba,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.SOYBEAN.COMMERCIAL,2015,grain,22472.44397,bu,cb0575a03b83d7234b74a8dbb1022b42ff17dcc6,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,57373.67782,bu,9e9c8e4268a5c8a1e7b33c2c768def1eed7d112a,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,91940.04811,bu,52188e8908e39d965925b640a8995538de30de0a,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,74373.44019,bu,62ea71539dad5f47c46ab72672bcddecbe47b4e6,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2017,grain,1937.361798,bu,cda306e104b49f08dafdcc3f0ae8f34a2a265ba0,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2017,grain,75136.80095,bu,16a2f8c764357b350bf23545abf0aac2c5be2c97,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2017,grain,50083.54171,bu,dffb82020c578d8df64400c5840b05da71dc2166,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2017,grain,4598.423711,bu,b1e493ac8a1760597dd7bd7c1e12541b43e7e51a,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2015,grain,26900.30558,bu,3e9763bc48ac362d45ed6ea6a8035b7e515424ac,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2017,grain,120270.7102,bu,1a52173707ec6b114ffc8b33be3043eca43f2eb4,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2016,grain,6497.01414,bu,efc62bd0e34322ab7dcd0a67f1577f2c55752da7,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2016,grain,63889.70088,bu,8a6c9e8450dca9bcbb0587615af19832d8ef3569,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,42528.79881,bu,e092fbdd0996a08f5a9dc28a0b1ed1f37b18224f,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,97972.4667,bu,cf03501f21bed7e8a83f98419fad7a37c1618ab5,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2016,grain,59249.68507,bu,6c72c2cb8ac35f84e4cab5d22a9eb3c2e5783e69,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2017,grain,4825.418669,bu,3cb8bbd31273bf78fe76e19459713d7a20773ddb,7853306a8cfa951541aef8f4f8374ad845894a4a
CROP.SOYBEAN.COMMERCIAL,2015,grain,2142.73145,bu,c064f9a97c867c8596c916ad718d96c5ffa9e44c,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,132044.6857,bu,17ba0791499db908433b80f37c5fbc89b870084b,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2015,grain,76017.57964,bu,5114f00a12710fde441de7d2e03bb2916cee21a1,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,36973.33092,bu,79023b9325f737b345039aa9c3bf416f066f4136,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.SOYBEAN.COMMERCIAL,2017,grain,9740.000543,bu,ed5925414c882633205cadfd0becc5481570a541,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,34502.0977,bu,82b82a533543b08859a0a428b7425feb32757d29,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2016,grain,38391.61817,bu,144e921473ad6fb5dd9c07d16434415b44065b76,dcf70d3a931a836d948e93429eb7dd4a9c9c718e
CROP.CORN.COMMERCIAL,2017,grain,81862.85211,bu,9447d037281c3aa661777cdf2a78e244d14012c0,9f82bb949b4be165331106bfed87ea4f1e44fcd8
CROP.SOYBEAN.COMMERCIAL,2015,grain,14244.71981,bu,9d2e94f13dd91bd8c932da1be055cd4158e8f16b,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.SOYBEAN.COMMERCIAL,2017,grain,33648.32183,bu,841273e6e5fc30584ce347b7a4769e62bacab800,2498aa02bfe5084932147db868715faf88ffcb41
CROP.CORN.COMMERCIAL,2017,grain,31007.78267,bu,36ad9561acb97f30194e784a297f011542f59433,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,57714.23569,bu,0cc1b0a8c09d8bb4ba14b926e63e5ad590c159b4,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,87429.83922,bu,36ad9561acb97f30194e784a297f011542f59433,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,63449.95308,bu,52188e8908e39d965925b640a8995538de30de0a,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,80485.95104,bu,90c415b0c7b5ee9d3e769e8f5a5fe18537fe9e9b,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2014,grain,74964.23125,bu,aaeab87381522227199fe3d1a71e0741826abad2,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2014,grain,160429.358,bu,a12eb00a8434d1f2f0f5819c2c644fa09793a333,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2014,grain,92443.14058,bu,f60d9d8c5f2af39bb4bfac7cb1f435989e6d84ce,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.SOYBEAN.COMMERCIAL,2016,grain,18624.22293,bu,f8f190fab49bb29a011885d6b1c7d7b1471fcb13,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2015,grain,140762.0564,bu,6c72c2cb8ac35f84e4cab5d22a9eb3c2e5783e69,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2017,grain,105397.6293,bu,0540bd0e53dbd83c74197f7419c398f4bc110170,564e50b68ab1574426851440c6e42ae5022a5a74
CROP.CORN.COMMERCIAL,2015,grain,75497.21487,bu,e5e9351797b81a62804e8797386dcb8b5f4be891,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,52562.80766,bu,a17cec4433a71722240d5ab3d3287d96b3d23110,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2014,grain,48149.25524,bu,f06c46fe892d3c5b6857fedb2e2d98404a7acbaf,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.SOYBEAN.COMMERCIAL,2015,grain,5711.641795,bu,d671c3cc2a5bf60043a026c876220869b56537ee,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2015,grain,34694.21944,bu,d64f46e52ae55b85c21ab96be025236df9687773,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2015,grain,57207.52209,bu,07a673326823d0b81a940c4b555622f149451e75,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2014,grain,71667.16752,bu,2d1acb1174d8088876fb72e0a12a0781cab7d479,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2014,grain,42931.73967,bu,4121834a9baaea73c915c887530ce4634162c45e,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2015,grain,26552.37497,bu,f1ed159a2cabb9ff836d38b5f7192badaa2849a5,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.SOYBEAN.COMMERCIAL,2014,grain,35438.29049,bu,30f2912152467138c78c9fc93dd7c190ae7d134d,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2015,grain,65749.31948,bu,2dfb65e56a186dd05bd5028e00e9d2fc515ae9af,b3bd5efa1dbecf1a1a564b8bc6303c4a2c162fb1
CROP.CORN.COMMERCIAL,2015,grain,75866.7051,bu,5515725bb6b49404609a487ad7c78a6756d06c25,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2017,grain,54513.15529,bu,9a3308fd26e1210e145b334b1c3e170f34e567e3,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2015,grain,63695.2392,bu,fcd0248878ee8a137d57a8dc8f480436804e2189,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,86784.25262,bu,f0cf77d67eafd85e0f9bdbbf7887c927dd09f75d,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,12022.98207,bu,5f0adb62b16572c53c2068b0110b484de2496df5,564e50b68ab1574426851440c6e42ae5022a5a74
CROP.SOYBEAN.COMMERCIAL,2015,grain,35372.14525,bu,d7dd22655ab1d0b6bcc57ac1f3d0dd8e4bee8cb7,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2014,grain,96547.36922,bu,c76cbddf578b63db97af9721a831b30f2d73db18,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2017,grain,9350.667761,bu,ed7e44f184a071a25c905e1ee9f73c6741e0bd01,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2015,grain,21014.4869,bu,f5bdcea5be6419667141f4a83283645ed68d0890,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2015,grain,47118.75417,bu,a11ab706c2f1348764a6a67fd9928c5875c6e543,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2014,grain,60366.64547,bu,0f6fc21fe4ea2504732646df3412362a0c3440e1,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2015,grain,86104.93249,bu,b578e6be1ede28c8999d8d0da70ab8a80bdbcd53,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,25602.60647,bu,4da7eb451613f4e33463ea474b2d24f51d0540ff,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2017,grain,134799.1031,bu,d8af4f1c279187449da52e16a27539c9ce1344d2,2498aa02bfe5084932147db868715faf88ffcb41
CROP.CORN.COMMERCIAL,2017,grain,91307.00379,bu,d2ed090d89a4a499a5bd4e849a343a12fe983c08,1d427ae4148dfebbd56f904a0de246fd89712cf0
CROP.CORN.COMMERCIAL,2017,grain,170897.7085,bu,9493472814cf7f3fd40c532c1976a6051387db0a,485482977cd1d502b0b51d03d22710ae857ba701
CROP.SOYBEAN.COMMERCIAL,2015,grain,2780.60283,bu,8901f562983ecebf44e9443be506c9f6269582e5,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.SOYBEAN.COMMERCIAL,2015,grain,22863.36888,bu,6a91478980fbdf4d9229ae3a1174e3f90c50c63e,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,44384.62889,bu,b1e493ac8a1760597dd7bd7c1e12541b43e7e51a,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2015,grain,13821.72019,bu,ed6c2846f20f0ea61ef43a699483ca56fb22655d,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,73179.43842,bu,f6d743e9583b9fda6ca92a7ec90d57a9caf08376,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,53378.34767,bu,a17cec4433a71722240d5ab3d3287d96b3d23110,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,31573.75439,bu,a82b63774a05b3cee8f7afb82350f24e92176bd1,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2015,grain,125696.7292,bu,f0cf77d67eafd85e0f9bdbbf7887c927dd09f75d,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,73595.7128,bu,17ba0791499db908433b80f37c5fbc89b870084b,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2017,grain,24887.09565,bu,c76cbddf578b63db97af9721a831b30f2d73db18,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2015,grain,30585.246,bu,17fb6f731b1813591630f4d67c5f683e27b5cf07,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2016,grain,38089.0427,bu,cb0575a03b83d7234b74a8dbb1022b42ff17dcc6,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2016,grain,8171.54726,bu,de5bf9fd04e342823175dba3e765c067b1e28edf,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.SOYBEAN.COMMERCIAL,2017,grain,7441.857462,bu,396eaf77e4048a0c54a12f5ccb988b0702d0e10c,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2015,grain,45873.07254,bu,4121834a9baaea73c915c887530ce4634162c45e,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2015,grain,61618.19506,bu,6c72c2cb8ac35f84e4cab5d22a9eb3c2e5783e69,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2015,grain,20228.13574,bu,3b8adebd92084b14e88c1c002d1975ae15779e13,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.SOYBEAN.COMMERCIAL,2015,grain,26999.80831,bu,efefc9519f82ea868be1741749c399d235d34c2c,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2016,grain,40815.64463,bu,ed6c2846f20f0ea61ef43a699483ca56fb22655d,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,28609.09139,bu,ce8405c765887b5dfb9f167609ba8610c9a9cd2b,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2017,grain,3926.622694,bu,9b0fcd935d456d6978fc129fdea6c77a39558462,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2015,grain,6626.889107,bu,6c6ce527973c4953e1c6294e3e45093a00b1a41b,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,49242.95097,bu,9dbaffe968f8b893078eefd7751f53bb2f71d6be,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,107057.2791,bu,daeab438051b9d0a654659b7f038f08b44c184af,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2016,grain,32644.05332,bu,00ed44d041d6b0f8a538b2815fdb34b2dcee329c,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2015,grain,47032.91846,bu,edc2c9424c71ce5c17039db8b06a8c1bb0f72026,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.SOYBEAN.COMMERCIAL,2015,grain,9110.33074,bu,69ae47efa7bdab571b94f716d988985f9159adf2,b3bd5efa1dbecf1a1a564b8bc6303c4a2c162fb1
CROP.CORN.COMMERCIAL,2016,grain,85311.596,bu,4ff655b60afc6850d2991df66301b3cddacedaa9,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2017,grain,109549.9349,bu,4acf2d77af0d2a23020b0e33416f0f911435b6fb,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,45007.90378,bu,94e7f1d73f150ff706c27b56dbc195585f90a1a4,fe62dee029474d52346542845674529025594056
